1555398581290451388,227,1550196949866887000,map,61.0907957619,-5.48404482819,-0.26738344552,-0.00355434624928,0.00845325243408,0.0695709133466,0.997534860124
1555398581353493344,228,1550196949967530000,map,61.3119725867,-5.41162690549,-0.274271981544,-0.00292408684254,0.00858708793358,0.0786784857704,0.996858770094
1555398581446161294,229,1550196950068361000,map,61.479826132,-5.35488688488,-0.276945616512,-0.00255029632121,0.00891171788811,0.081266181971,0.996649328972
1555398581553335142,230,1550196950169121000,map,61.6362757814,-5.33811336331,-0.279681924073,-0.00227597340199,0.00923465504844,0.0779532080909,0.996911650268
1555398581652584088,231,1550196950269917000,map,61.874039451,-5.22832653928,-0.269838391723,-0.00364749737255,0.00797062589334,0.0757426264361,0.997088872381
1555398581753795281,232,1550196950370710000,map,62.0685576687,-5.17685783657,-0.273048124998,-0.00334743263397,0.00831902494224,0.0724292916732,0.997333237302
1555398581860085354,233,1550196950471504000,map,62.2571465139,-5.15105865872,-0.261502214178,-0.00240992486333,0.0079421296777,0.0713748164268,0.997415034185
1555398581952067267,234,1550196950572370000,map,62.4400914631,-5.0990272963,-0.264527932817,-0.00208600645974,0.00820290511689,0.0721222557723,0.997359885471
1555398582051928085,235,1550196950673090000,map,62.6140282468,-5.06561358325,-0.267495368088,-0.00183498999349,0.00843681934358,0.0706606044261,0.997463047874
1555398582159330281,236,1550196950773985000,map,62.8418679526,-5.1058382442,-0.221211948046,-0.0021528356117,0.00491820569228,0.0728841301491,0.99732596483
1555398582257471549,237,1550196950874833000,map,63.0251094772,-5.06536123102,-0.22308278765,-0.00195279275238,0.0049983603068,0.0709457915611,0.997465737584
1555398582360707358,238,1550196950975540000,map,63.2096692503,-5.01528217566,-0.172699643073,-0.00084677023356,0.00303582766809,0.0693477990846,0.997587564825
1555398582454908403,239,1550196951076319000,map,63.4231138566,-4.99454750631,-0.172445049077,-0.00164817885005,0.00252901350952,0.0678257194796,0.997692617681
1555398582563317450,240,1550196951177152000,map,63.5815468933,-4.97074306368,-0.173515302673,-0.00144519933078,0.00257114548791,0.0632491539065,0.997993409367
1555398582657012575,241,1550196951277862000,map,63.7102057581,-4.93663691452,-0.118778350726,-0.000359559303756,0.000494519788793,0.057325607386,0.998355348012
1555398582761890027,242,1550196951378703000,map,63.8224379415,-4.92510333619,-0.119130738484,-0.000194080840767,0.00055305827058,0.0478205206619,0.998855772503
1555398582854604649,243,1550196951479503000,map,63.8950048361,-4.92535601813,-0.0740022102856,0.000637597378523,-0.00122106395349,0.0374840710753,0.99929627583
1555398582961331163,244,1550196951580299000,map,63.9619557031,-4.9129275377,-0.0714600135305,-7.18386773267e-05,-0.00136336678544,0.0229525337053,0.999735623686
1555398583058642057,245,1550196951681067000,map,64.0284062773,-4.92116398367,-0.071456734431,0.000269836723695,-0.0013643901546,0.016258699165,0.9998668513
